engine_rpm_mean,engine_coolant_temp_c,oil_pressure_psi,hard_braking_events_per_100km,battery_voltage_v,odometer_reading_km_k,component_failure_risk
1860.084,65.0,55.961,2.661,12.803,88.594,1
2075.099,106.177,54.826,1.994,14.414,85.51,0
2941.004,89.786,26.568,2.722,14.061,115.425,0
2775.596,125.0,28.939,3.3,15.2,75.304,1
1814.589,124.311,72.726,3.281,14.164,110.334,1
2514.566,89.46,63.011,1.144,13.673,78.494,1
2938.402,90.511,41.622,0.479,13.029,167.051,0
1364.887,105.938,45.088,7.006,13.13,88.632,0
2803.184,115.844,34.43,1.629,13.057,190.333,0
2019.295,69.068,47.188,3.759,15.034,100.841,1
2820.889,66.991,33.394,0.0,13.816,75.385,1
1953.882,83.292,17.612,1.997,14.309,44.525,1
1276.827,100.158,26.141,2.271,15.163,20.07,1
1392.097,98.956,42.253,3.351,11.677,40.385,0
2481.255,106.977,28.427,0.0,14.951,45.418,1
2618.82,75.204,41.193,2.799,13.85,102.767,0
1862.194,65.0,29.104,0.43,14.192,61.323,1
2865.085,104.012,32.612,3.084,13.054,93.412,0
1370.012,80.405,52.238,0.635,13.12,142.689,0
2407.048,65.0,44.97,0.96,14.24,81.049,1
1662.839,94.031,41.884,2.007,15.2,178.562,0
2026.307,103.104,52.548,0.606,14.703,32.089,1
2480.809,90.291,47.767,1.644,14.939,78.224,1
1890.731,85.59,59.359,0.352,13.627,60.731,1
2200.039,89.769,36.482,0.0,13.26,127.143,1
3104.09,86.812,36.844,4.332,13.097,5.0,0
2075.02,73.127,26.387,0.167,13.361,20.06,1
2993.2,81.994,36.852,2.178,11.952,80.169,0
1715.691,99.298,53.577,3.855,13.148,154.812,0
2794.373,96.503,57.6,1.393,13.296,95.163,0
3387.02,94.353,53.524,1.015,13.642,24.18,1
843.431,78.068,20.47,2.907,13.919,31.128,0
1932.018,89.459,54.998,4.512,14.126,160.285,0
2825.097,65.0,19.938,0.395,13.787,57.049,1
2318.02,94.499,52.777,2.23,13.277,42.567,1
2691.245,112.004,37.587,0.0,12.033,151.482,0
2057.41,71.362,50.43,1.792,13.282,130.499,1
2506.283,83.797,26.011,2.562,12.925,142.333,0
2348.81,96.607,56.054,0.962,14.219,42.248,1
3209.058,109.54,24.42,1.677,14.618,16.37,1
2615.374,85.725,33.979,0.0,14.645,90.992,1
2669.442,82.308,30.023,2.639,14.481,100.081,0
2182.28,65.0,20.949,4.4,13.68,101.407,0
2133.056,93.448,43.134,0.525,13.33,151.518,0
2168.837,120.589,63.673,1.379,13.128,6.98,1
2706.394,95.883,74.003,3.405,12.443,123.686,0
2176.36,91.688,43.166,4.682,14.693,35.652,1
2638.354,96.509,55.4,0.0,13.643,123.508,1
3799.011,91.845,44.785,2.196,12.678,63.627,0
3016.231,80.618,47.987,3.01,13.056,48.371,1
2238.085,103.526,37.894,2.316,13.02,57.554,0
3230.789,95.161,44.341,0.0,13.839,19.948,1
2184.751,92.247,48.45,3.402,14.761,86.819,1
1125.219,78.345,35.058,5.235,13.487,50.23,0
1794.744,110.249,41.07,2.71,11.773,120.383,0
1233.985,101.306,41.299,0.644,13.63,113.803,0
2221.516,84.259,51.917,1.576,13.659,160.967,0
2461.972,106.026,29.208,5.686,13.598,101.485,0
3539.684,85.034,41.381,4.138,13.235,108.43,0
2662.503,81.052,64.944,3.652,13.996,148.004,1
2307.585,81.364,55.969,3.142,13.86,56.755,1
2989.114,67.205,58.19,1.31,13.778,18.028,1
1012.762,98.602,42.293,2.139,14.171,94.004,0
2603.149,66.364,45.852,2.36,13.413,20.981,1
2951.062,74.802,54.027,3.489,13.362,195.427,0
1488.919,65.0,60.723,5.216,15.042,150.497,1
3193.44,90.795,18.581,4.513,14.303,182.379,0
2670.023,89.896,26.215,0.0,14.544,87.81,1
2180.063,87.426,57.713,2.903,14.903,109.776,0
2861.308,77.404,38.677,3.826,14.273,64.324,1
3925.95,75.589,33.939,3.614,14.636,124.732,0
2568.213,98.501,26.95,1.367,12.379,30.301,1
2611.343,84.292,35.34,7.745,13.984,5.0,0
2151.415,96.429,25.172,0.201,13.636,49.418,1
1897.601,79.607,67.093,0.55,15.2,19.504,1
2989.718,94.535,41.731,2.92,14.635,151.507,1
1893.546,110.246,41.305,6.31,13.233,166.705,0
2496.518,100.206,49.057,0.995,14.136,21.868,1
2139.523,86.226,53.548,2.022,13.951,143.127,1
2761.337,95.601,53.351,4.439,14.209,127.812,0
2666.88,88.631,54.883,2.468,12.883,14.36,1
3124.401,92.11,34.43,1.898,14.124,67.438,1
2118.489,87.441,38.426,3.518,13.595,58.893,0
2274.581,89.699,51.228,2.991,14.054,118.66,0
1813.804,94.969,35.671,4.355,13.148,29.705,0
2161.209,78.093,41.939,4.825,13.273,80.551,0
2695.245,77.778,46.785,3.053,14.856,54.133,1
2942.043,72.56,51.422,3.025,12.854,106.3,0
1850.593,69.596,20.668,2.885,12.92,75.244,0
3015.244,74.958,50.577,3.38,13.754,60.914,1
3331.165,94.232,39.195,2.599,13.105,75.402,0
2718.733,79.501,50.489,2.499,13.003,176.622,0
3669.917,99.191,51.323,4.654,13.895,66.24,1
1947.037,92.486,61.295,5.229,12.445,38.155,0
1640.974,65.0,58.241,0.0,12.893,111.255,1
1293.832,101.17,58.159,2.518,15.2,78.541,1
3422.429,103.351,59.324,1.26,14.214,21.314,1
2875.338,78.086,45.497,1.94,13.128,185.417,0
2413.87,97.883,42.386,3.225,14.176,69.138,1
2631.98,80.009,52.474,3.705,14.311,67.996,1
1718.432,93.367,50.785,2.298,14.695,92.193,1
4039.739,74.297,38.291,0.0,13.686,162.855,1
2533.994,66.897,46.858,0.763,14.679,9.411,1
2521.107,86.641,41.579,4.114,11.965,97.419,0
2921.748,90.268,31.753,0.0,12.849,178.927,0
2762.656,86.432,57.486,4.637,13.947,90.793,1
2595.525,75.424,42.662,3.438,14.097,29.41,1
1936.192,86.401,66.584,4.869,12.979,57.172,0
2756.454,95.77,22.494,2.143,14.033,94.31,0
3673.316,91.371,35.319,0.0,13.239,144.886,0
3324.523,94.555,42.392,3.275,13.551,69.73,0
3485.571,82.618,55.649,4.794,14.722,122.199,1
2117.71,108.404,46.794,4.164,14.618,20.408,1
1806.757,75.534,45.726,1.307,12.903,20.033,1
2368.239,98.826,28.473,2.656,12.848,63.274,0
2486.221,108.546,28.117,1.541,13.43,149.711,0
3161.224,98.733,45.87,1.025,13.776,88.099,1
1349.898,89.165,25.631,4.22,13.208,98.042,0
3444.208,84.604,35.617,0.344,14.737,97.514,1
2347.295,106.505,48.011,0.891,14.113,134.914,1
2172.527,72.078,30.212,0.513,14.165,57.54,1
1792.132,78.418,61.264,0.0,12.66,115.973,0
1374.343,86.434,56.687,2.764,14.851,47.61,1
2985.061,109.327,23.143,4.591,11.262,174.247,0
2497.657,97.317,30.812,2.167,14.551,48.982,0
1611.525,78.447,14.571,0.0,14.641,45.292,1
1608.199,87.656,32.609,4.012,13.411,109.735,0
2231.74,83.399,51.197,5.534,14.946,88.59,1
3534.864,82.063,37.033,1.337,13.743,99.708,0
2281.266,105.704,47.53,1.639,13.856,95.229,1
1472.957,72.796,23.732,3.428,14.106,35.932,1
2290.267,114.523,51.576,5.419,15.2,157.601,0
2272.73,103.595,35.339,1.564,15.01,125.209,1
750.0,107.272,42.146,0.102,14.431,146.153,0
2414.708,85.519,40.886,3.637,12.978,61.225,1
2299.893,89.901,26.741,3.938,13.929,103.744,0
2902.534,71.936,28.163,2.511,13.068,93.882,0
3651.821,84.655,53.614,1.495,14.54,135.76,1
3182.267,98.911,46.788,4.29,13.926,137.211,0
2275.222,110.145,54.601,3.45,12.788,93.687,0
1730.758,76.5,45.896,1.117,13.873,16.692,1
4122.684,86.883,43.716,2.588,13.036,165.085,0
2488.492,89.882,21.288,0.067,13.936,110.019,0
2459.054,72.459,38.756,3.735,13.027,57.62,0
2434.319,100.279,41.671,2.028,13.825,103.294,0
2578.755,81.864,65.437,1.716,14.475,17.001,1
2356.166,89.265,50.243,2.441,13.752,132.491,1
2077.12,85.673,60.433,2.573,13.448,18.795,1
2094.542,80.949,49.17,4.111,13.983,75.062,1
2428.71,91.901,33.464,3.564,14.427,96.0,1
2096.774,88.981,43.405,2.218,12.804,131.748,0
1986.65,86.794,44.835,3.875,14.035,89.795,0
2519.18,81.802,30.73,3.221,14.986,113.573,0
2284.265,96.473,37.387,1.732,14.316,83.732,1
3427.595,115.151,39.531,2.276,13.852,83.552,1
750.0,93.958,61.267,2.233,14.376,88.846,1
3159.479,105.946,17.031,3.409,14.207,76.492,0
3259.955,72.537,56.47,1.839,14.478,9.104,1
1102.296,94.209,30.758,1.797,11.978,50.425,0
2227.253,76.637,25.535,6.044,12.402,96.015,0
2208.563,71.323,56.159,4.192,14.704,73.79,1
1535.117,81.649,50.783,1.131,12.445,77.989,1
1944.419,108.687,57.054,3.528,14.161,70.449,1
1728.126,105.3,51.608,2.713,13.483,46.138,1
3588.976,95.402,66.718,3.205,12.903,62.811,0
3058.191,70.542,48.705,2.747,14.115,71.193,1
3276.511,89.252,40.122,4.641,13.981,85.231,0
2919.087,96.224,46.115,3.122,15.2,102.702,1
1716.116,94.458,56.922,2.388,13.238,76.875,1
2109.062,66.187,32.647,4.376,15.096,38.666,1
2768.093,79.536,34.177,2.92,14.117,22.086,1
1655.617,91.103,38.292,2.719,13.205,201.885,0
2913.449,99.508,16.745,3.065,14.519,34.158,1
2293.788,65.0,43.657,2.332,14.309,61.662,1
2206.366,89.73,19.366,2.517,13.832,108.265,0
2912.124,94.003,42.637,1.444,14.04,101.239,1
2738.771,103.895,52.383,1.148,13.263,108.439,0
2215.372,101.7,36.277,0.703,13.057,65.078,0
3203.564,100.156,62.125,0.0,14.483,95.735,1
1747.309,80.801,24.474,0.917,13.598,87.76,0
2850.358,65.288,56.295,2.186,13.728,70.954,1
2835.516,86.497,50.102,2.686,14.052,96.043,0
2248.795,106.023,21.408,2.012,14.039,132.491,0
2661.986,111.508,74.53,0.0,12.514,84.001,1
1636.776,101.948,41.235,5.334,14.958,84.3,1
3050.618,98.011,31.47,4.456,13.909,133.067,0
2329.814,97.315,25.115,3.302,13.618,128.261,0
2110.23,84.214,39.36,5.933,14.188,156.277,0
3131.856,90.179,40.471,0.741,14.013,5.97,1
1992.177,115.367,43.232,5.898,14.49,125.73,0
1534.5,78.804,38.426,0.763,14.284,112.071,1
1438.191,114.607,49.599,2.93,14.446,45.146,1
2843.906,87.492,37.348,0.207,15.016,96.321,1
1617.721,110.556,18.78,2.526,14.595,132.3,0
3590.616,72.305,40.208,3.195,13.656,47.688,1
1096.746,100.203,13.59,2.222,12.789,104.915,0
3552.697,81.685,46.245,3.785,15.2,124.211,1
2587.161,72.186,30.248,2.678,13.586,36.804,0
2387.136,95.059,43.96,1.56,13.374,78.597,1
2095.803,106.133,57.769,1.48,12.237,98.544,0
2709.438,80.171,30.615,3.96,14.105,49.174,1
2425.537,71.014,54.735,1.323,13.934,45.438,1
3167.146,90.714,36.799,4.148,12.436,78.923,0
2524.248,90.776,63.038,4.701,14.208,121.074,1
2547.696,99.676,37.618,0.0,13.352,113.968,0
2213.652,105.294,31.914,4.539,15.2,46.236,0
2412.985,91.168,50.247,6.209,13.288,114.348,0
2650.071,117.977,36.771,2.954,13.408,47.383,0
1338.391,95.139,31.903,3.578,13.013,12.542,0
1573.679,87.15,36.266,4.367,14.95,68.479,1
2933.122,69.438,41.465,2.004,13.465,135.534,0
2561.063,88.323,58.106,2.828,13.148,114.518,0
2330.411,87.291,18.791,0.134,14.436,84.929,1
2461.982,105.444,42.277,2.75,12.558,66.248,0
2675.928,98.475,49.499,3.397,14.363,67.461,1
2099.156,75.489,44.321,3.429,15.2,89.895,1
1944.102,94.412,57.718,4.418,14.31,36.92,1
2577.299,101.401,41.108,1.105,14.374,69.335,1
1814.058,113.392,39.785,1.541,14.583,75.299,1
2715.364,104.425,49.108,5.912,15.2,24.202,1
1343.321,102.652,43.192,2.229,14.889,47.27,1
3118.951,92.841,37.315,2.86,14.196,103.473,0
2757.188,97.436,48.194,2.379,14.614,85.428,1
2616.419,109.493,34.17,1.021,13.003,71.106,0
3088.749,73.341,34.666,5.422,14.499,43.986,1
3532.558,87.108,35.664,1.55,12.895,155.958,0
3109.341,81.184,58.237,0.471,13.47,47.291,1
1253.432,97.308,10.0,1.689,11.026,96.322,0
1618.275,109.223,46.747,0.0,14.161,63.046,1
2043.868,83.642,42.411,1.328,13.221,86.633,0
2466.959,65.0,21.83,0.757,14.8,105.592,0
2786.478,86.229,45.717,3.611,14.151,23.338,1
1978.267,104.789,47.709,1.288,14.812,84.702,1
2571.398,99.527,49.076,4.098,12.825,138.583,0
1959.001,97.995,10.178,5.017,14.735,164.268,0
2052.513,88.08,58.397,3.906,15.2,79.149,1
1535.67,74.094,33.147,2.112,14.488,86.876,1
1849.898,99.214,50.239,2.754,14.511,184.51,0
1571.405,80.32,50.893,0.0,13.953,136.072,1
1815.682,122.577,31.48,2.259,13.328,57.222,1
3134.867,99.987,49.926,0.951,14.485,57.146,1
1832.891,83.871,37.374,3.75,12.445,128.045,0
4161.048,83.441,17.143,7.131,13.424,39.503,0
2770.657,90.699,56.013,3.4,12.206,133.948,0
2570.143,88.647,32.699,0.0,13.167,100.043,0
1892.067,107.636,31.746,1.85,14.378,108.297,0
2905.201,94.61,37.163,2.72,14.255,73.447,0
2075.835,81.757,45.267,2.657,13.846,56.658,0
2529.306,118.466,41.313,1.185,13.953,150.79,0
4114.055,92.69,48.577,2.942,12.103,73.897,0
2387.561,102.764,25.926,0.263,13.465,66.508,0
3197.028,83.485,33.091,0.799,13.187,81.394,0
1992.935,97.084,40.608,3.662,13.207,93.686,0
2427.257,96.356,64.775,0.672,14.34,38.613,1
3601.02,65.545,40.634,3.469,13.026,59.581,1
2042.471,120.214,55.023,0.035,13.256,57.189,1
3628.092,110.069,42.463,5.677,11.922,123.038,0
2910.039,86.439,36.196,1.106,13.535,45.132,1
2084.397,76.568,39.039,2.097,12.821,5.99,1
2861.065,96.866,39.979,3.095,13.871,5.0,1
3082.16,93.214,49.244,1.482,12.944,18.833,1
2854.176,96.979,58.495,2.758,13.894,146.269,0
1429.354,94.682,46.316,3.536,13.67,85.729,0
1977.361,99.087,56.245,4.229,15.2,107.556,1
2289.113,112.262,30.423,3.925,14.247,109.142,0
2401.618,99.953,37.024,2.191,12.144,87.528,0
2853.437,77.305,33.308,2.236,12.662,81.635,0
2565.506,111.076,45.773,6.728,13.85,132.004,0
1582.026,114.969,37.692,4.21,12.963,91.57,0
2697.129,125.0,50.757,0.841,11.128,147.959,0
2846.881,76.271,30.828,2.68,15.015,112.937,1
2813.864,95.4,42.516,1.897,14.448,57.199,1
3152.507,65.0,50.242,2.256,14.269,62.629,1
2992.049,99.744,17.216,0.287,13.253,52.264,1
2748.467,84.325,67.46,1.759,14.185,139.79,1
2404.392,118.928,38.602,5.761,13.166,66.773,0
1370.375,81.155,17.7,3.542,13.984,49.069,0
2729.252,68.351,43.897,0.0,12.971,99.39,0
2584.997,85.402,42.401,4.69,15.165,80.627,0
2626.526,65.0,41.017,4.461,12.387,98.256,0
1620.113,102.515,53.894,1.853,14.909,170.042,0
1747.313,65.0,50.969,3.791,13.835,126.088,0
3134.549,92.398,45.575,0.953,13.359,86.215,1
2424.289,65.0,47.402,1.654,13.95,21.621,1
2892.975,87.516,40.748,5.197,14.46,62.502,1
2468.407,115.007,63.306,2.011,15.03,116.997,1
2469.341,97.049,24.25,0.0,14.082,32.303,1
3059.884,79.911,43.676,2.386,12.998,181.344,0
2114.571,91.563,42.78,2.359,13.85,85.649,1
2512.479,92.252,51.759,4.657,15.2,87.198,1
2149.521,98.617,31.874,2.526,15.013,55.001,1
2167.577,72.864,21.076,1.741,14.618,107.353,0
2249.038,100.296,43.882,4.381,14.516,32.89,1
2594.387,65.0,45.375,2.717,14.43,182.42,0
2138.813,83.182,59.875,1.15,14.843,144.281,1
3266.241,85.164,26.756,4.579,13.389,129.293,0
1868.505,100.867,55.856,2.849,12.58,22.431,1
2328.533,92.317,70.409,2.505,13.862,94.244,1
2164.175,72.322,37.467,2.82,13.064,139.409,0
3390.536,78.21,26.509,0.573,12.85,111.69,0
2577.761,94.782,37.116,1.55,13.152,39.905,0
3120.699,90.893,42.168,2.506,15.2,55.746,1
1484.386,83.892,48.765,2.15,13.923,64.663,1
2623.583,85.268,34.903,4.79,14.126,57.845,1
3028.26,101.746,60.662,2.891,12.7,153.795,0
2503.485,84.752,28.626,4.039,12.141,5.0,0
3142.562,90.767,21.13,2.517,13.063,114.516,0
2113.763,122.379,55.281,4.401,15.094,26.846,1
3366.076,72.068,14.705,3.216,14.101,41.744,1
3944.284,66.074,39.55,2.524,14.339,5.0,1
2214.155,102.97,75.0,2.476,14.465,60.293,1
2160.423,82.499,41.855,0.782,13.268,152.983,0
3394.7,87.545,28.551,3.412,15.049,96.917,1
3476.722,81.064,41.311,2.428,13.23,31.074,1
2110.141,88.363,41.39,1.596,15.066,130.772,1
2176.879,114.38,43.928,4.492,14.198,140.409,0
2266.84,103.23,49.947,0.25,12.19,89.682,0
1576.107,104.071,29.531,1.74,13.127,176.564,0
1852.876,72.173,62.251,4.35,12.194,121.97,0
1797.309,75.884,44.941,3.068,14.847,115.719,1
1950.932,65.0,50.722,2.414,13.778,48.848,1
2427.455,80.669,34.462,2.952,11.794,113.233,0
2602.24,105.394,57.437,2.823,14.138,94.756,1
3457.825,99.237,38.915,0.0,13.317,108.392,0
1801.07,88.899,45.331,1.871,12.465,54.194,0
3089.81,91.688,30.803,5.41,15.2,90.764,1
2310.907,82.356,30.037,1.313,13.897,48.241,1
2417.849,94.867,50.258,1.927,13.536,5.0,1
2888.633,102.722,36.677,1.525,13.441,129.924,0
1720.231,69.378,31.754,2.343,12.438,17.392,0
2698.566,96.195,34.282,1.45,12.626,89.823,1
2558.194,105.054,50.387,3.376,14.956,99.985,1
2770.093,86.189,34.452,2.855,13.374,99.695,0
2637.96,101.81,40.588,3.892,13.82,72.261,0
4045.945,125.0,42.18,0.608,11.96,97.205,0
2035.469,90.539,18.992,1.887,12.614,106.194,0
2104.852,97.506,24.346,2.094,14.349,118.073,1
2044.959,81.667,46.035,3.32,14.14,163.005,0
2088.94,94.538,33.156,1.072,15.2,95.539,1
2035.698,98.444,54.681,4.148,15.009,87.882,1
3222.861,94.728,53.602,4.636,13.592,44.197,1
3373.328,77.724,50.63,0.72,14.226,104.618,1
2079.015,94.889,63.837,1.616,13.515,115.032,0
1908.969,112.471,41.003,1.543,15.2,76.346,1
2756.42,98.281,49.787,7.238,14.834,109.508,0
2091.055,105.468,34.987,1.726,13.953,71.837,0
2861.406,88.682,71.428,5.52,13.98,115.195,0
2581.9,102.499,65.804,0.22,15.1,126.067,1
1464.766,95.91,42.143,0.719,14.322,125.438,0
3455.878,78.687,46.639,1.264,15.2,90.303,1
3617.32,96.459,58.312,0.978,11.826,38.201,0
2051.687,78.116,40.234,2.018,14.215,57.464,1
2197.994,83.14,34.121,1.224,13.336,111.782,0
2635.813,94.651,52.488,1.025,15.2,195.197,0
2667.397,96.161,42.941,4.585,15.192,69.668,1
2878.054,75.351,44.196,4.703,13.83,105.513,0
3756.633,106.756,31.989,4.209,15.182,59.978,1
2334.984,100.008,21.388,3.443,15.2,41.171,1
1931.107,82.134,44.834,2.667,13.867,54.566,1
1553.443,70.474,52.86,1.605,15.2,5.0,1
1974.895,89.971,39.29,0.784,13.772,145.905,0
2428.467,85.757,59.237,3.153,13.607,5.0,1
3616.463,93.584,33.553,0.387,14.579,73.128,1
2113.553,86.916,29.344,0.711,13.482,31.984,1
2595.462,65.0,41.193,4.575,13.877,45.203,1
2439.325,86.563,41.009,5.921,15.068,146.944,0
3222.456,87.721,51.24,3.208,13.817,94.048,0
4092.506,100.871,32.7,4.492,12.274,41.557,0
2104.935,82.225,58.417,2.057,14.131,58.472,1
2131.864,115.501,65.603,0.092,13.173,50.553,1
3128.705,65.237,41.53,3.602,14.579,83.04,1
2893.229,110.356,56.997,3.525,14.427,92.78,1
3650.36,88.86,29.322,2.629,15.124,170.301,0
2829.553,104.034,54.903,2.064,14.617,5.0,1
2216.46,93.117,54.567,4.232,14.781,83.433,1
2833.926,107.954,52.361,0.726,13.198,70.799,1
3170.657,86.577,41.813,1.107,14.524,127.595,0
2983.313,76.619,10.0,0.685,15.2,100.967,1
2779.728,111.887,34.299,2.653,13.18,111.566,0
3143.339,90.411,34.489,0.542,15.2,100.529,1
3210.042,95.102,30.261,1.268,13.306,43.06,0
3348.403,109.287,43.467,1.23,13.033,139.507,0
2871.661,77.553,36.972,2.031,14.067,120.933,0
2341.373,100.337,32.105,0.0,14.444,126.199,1
2545.364,83.741,29.294,2.657,14.621,141.882,0
3234.231,90.15,33.414,4.745,12.934,103.795,0
1918.992,93.012,55.458,2.744,14.191,151.645,0
2689.638,70.997,34.068,5.274,13.183,101.994,0
2194.33,81.096,35.821,4.901,12.46,75.142,0
2468.684,110.915,36.52,3.9,12.964,84.703,0
3280.994,104.407,46.068,2.634,13.124,83.927,1
2574.214,91.123,47.475,2.541,14.269,61.627,1
2480.184,95.404,10.0,3.875,14.837,158.435,0
1566.094,87.881,54.26,1.795,12.474,98.333,0
2935.065,110.992,59.236,0.0,14.117,89.263,1
2869.565,89.195,29.398,3.386,12.741,102.472,0
3856.116,95.246,30.332,0.464,14.366,219.093,0
2249.944,108.044,36.597,0.768,13.24,34.072,1
2592.448,81.117,32.928,2.5,12.854,46.973,0
2612.099,113.823,44.687,2.329,14.52,22.874,1
3475.345,70.574,18.642,0.0,13.272,74.533,0
2388.058,114.815,28.585,2.798,13.516,96.048,0
2631.364,86.783,60.47,4.239,11.802,64.06,0
2845.133,88.602,30.861,0.469,14.652,60.712,1
2571.296,65.54,56.921,4.79,14.539,91.408,1
2159.818,85.633,46.264,0.0,13.805,62.405,1
2576.158,77.443,20.289,6.311,12.425,98.958,0
3147.861,83.493,49.624,1.76,14.888,135.141,1
1782.765,90.078,40.588,2.762,13.2,115.466,0
2536.43,105.409,36.534,0.0,13.392,124.646,1
1994.921,94.906,44.939,2.388,15.2,133.866,1
3226.78,96.307,47.696,2.911,13.167,97.727,0
1459.929,76.663,50.491,2.345,14.468,77.861,1
2086.701,79.669,56.139,1.486,14.306,50.249,1
2695.188,117.182,46.898,0.796,14.151,67.397,1
3467.591,81.707,25.492,4.535,14.054,61.434,1
2407.262,115.187,36.316,2.555,14.139,117.925,0
2089.12,88.597,75.0,5.273,14.045,100.605,0
3672.752,92.032,50.694,1.552,13.753,116.354,1
1508.791,106.985,70.431,1.717,15.16,32.785,1
1020.776,109.806,58.745,3.968,12.619,149.429,0
2736.009,90.449,44.902,0.0,14.719,65.786,1
2123.665,86.565,45.617,0.316,14.54,35.499,1
1786.199,91.217,41.561,4.475,14.429,65.235,1
2910.432,96.731,21.146,0.391,14.805,196.769,0
2608.47,104.478,42.217,0.0,13.717,67.553,1
2083.349,92.059,56.528,5.863,12.118,70.371,0
1617.802,100.664,34.804,0.0,13.735,76.355,0
3017.097,114.937,46.943,2.831,12.908,78.312,0
2872.631,97.338,52.219,2.624,13.141,49.834,1
2385.536,96.363,31.084,0.0,12.682,91.445,0
3650.314,70.735,36.584,2.019,13.37,133.402,0
1754.445,65.0,29.785,3.307,13.263,99.143,0
1458.409,97.437,32.134,3.138,11.66,34.998,0
2000.26,90.672,26.549,4.126,14.43,69.504,0
2420.369,84.793,31.195,1.803,15.2,60.181,1
2608.171,95.409,59.033,3.783,14.346,87.382,1
2293.197,91.154,31.014,1.259,13.617,144.87,0
2678.836,107.789,43.518,0.0,13.751,78.3,0
1636.499,93.206,35.966,0.164,13.421,81.033,0
3388.447,81.543,56.146,0.0,13.881,164.994,1
2396.602,105.862,57.734,4.317,13.767,124.429,0
3176.242,88.96,52.369,0.0,13.043,110.834,1
2672.771,99.372,45.674,2.993,15.2,173.116,1
2746.89,85.316,39.227,2.021,12.462,107.042,0
2820.349,82.902,27.698,2.315,14.446,5.0,1
2741.011,93.178,65.322,4.954,13.709,122.47,0
2867.77,92.18,32.884,1.711,15.2,13.36,1
3313.949,98.718,49.964,3.601,14.107,105.34,1
2577.739,88.239,54.715,2.568,13.476,7.882,1
2910.852,66.291,35.337,2.226,13.577,63.992,1
2391.672,85.941,54.456,6.64,13.836,68.63,1
3386.076,103.113,51.171,0.0,12.771,50.345,1
2010.345,87.837,62.736,4.82,13.11,69.302,1
3620.611,88.551,36.368,3.682,12.194,131.465,0
2423.897,105.809,26.57,1.637,12.969,52.872,1
1519.996,82.032,35.934,5.433,13.885,109.531,0
2533.268,70.401,44.506,0.0,14.07,41.546,1
2007.316,89.751,42.699,1.561,12.019,76.473,0
2996.418,85.222,37.279,0.325,13.677,99.573,1
2025.794,78.473,19.09,3.242,14.307,40.156,1
2159.981,89.545,47.646,0.496,13.653,25.973,1
1221.799,98.881,65.668,3.28,13.23,107.135,0
2156.001,91.87,47.571,2.164,13.429,135.539,0
874.478,96.298,49.31,1.637,13.313,81.442,0
1420.463,117.388,48.869,3.2,13.227,64.421,0
2944.27,87.2,46.765,2.016,13.956,92.005,1
2960.77,95.897,53.18,0.54,15.2,87.497,1
2726.547,84.871,46.744,7.542,13.131,95.931,0
1821.466,80.151,38.248,1.623,13.514,5.0,1
2418.988,83.811,32.448,0.0,13.753,36.89,1
2447.658,85.297,39.012,0.984,13.181,46.965,1
1697.063,97.033,45.77,0.219,14.788,91.789,1
3427.209,124.887,38.207,3.987,11.666,93.365,0
3020.285,81.975,45.772,3.079,13.322,113.628,0
2306.373,86.167,47.27,3.218,14.536,96.591,1
2467.476,91.116,51.998,1.834,13.535,26.467,1
2585.449,97.541,57.394,1.997,13.061,150.115,0
1122.872,95.69,42.936,1.832,14.197,142.236,0
2289.335,109.977,26.307,2.354,14.616,28.381,1
2006.71,65.0,37.859,4.004,13.99,99.972,1
1798.947,65.0,42.529,3.105,13.079,58.206,1
2267.285,85.058,19.971,3.4,14.211,91.249,0
3618.496,107.362,58.664,3.399,13.438,132.399,0
2866.548,70.081,43.709,4.092,14.471,180.855,0
2078.734,65.0,46.576,3.019,15.135,118.807,1
2822.179,99.997,58.386,3.146,11.455,98.272,0
3359.581,95.411,34.438,4.64,13.9,69.708,0
3051.012,76.737,48.889,1.303,12.238,93.196,0
2488.76,78.202,40.682,0.96,15.2,146.19,1
2029.491,78.424,39.791,0.365,13.379,82.988,1
2903.845,93.547,32.734,2.829,14.472,45.125,0
2705.766,83.232,61.987,0.0,13.768,12.114,1
3031.876,98.917,37.494,3.332,13.077,108.087,0
2862.862,65.0,50.394,2.303,12.97,96.128,0
3132.209,80.004,19.5,4.542,15.2,55.934,1
2102.097,76.235,56.16,1.291,14.66,131.171,1
3306.306,88.411,54.627,2.134,15.2,66.02,1
2578.44,84.467,43.169,4.52,13.85,78.941,0
3798.92,103.17,39.277,4.99,14.059,84.25,1
2002.028,65.969,46.8,1.276,13.56,69.207,0
3578.376,92.637,69.465,2.827,13.542,95.614,1
2578.642,99.817,20.841,3.03,12.862,136.818,0
2026.578,117.993,51.384,3.173,13.876,33.588,1
2135.474,85.255,31.061,2.027,13.09,106.983,0
2241.774,96.542,41.761,4.806,14.198,92.747,1
2725.708,66.746,39.025,0.0,13.953,91.919,1
2789.843,65.0,36.86,1.742,14.059,124.233,1
2077.095,103.827,41.874,3.306,15.2,87.218,1
2434.17,91.922,28.39,3.323,13.766,106.61,0
3842.476,108.499,54.35,4.935,14.481,117.214,0
3572.903,72.772,20.47,4.657,15.2,62.304,1
2733.61,99.279,48.477,1.986,14.976,98.463,1
2474.702,118.163,38.082,4.84,14.838,73.715,0
2528.02,97.876,27.949,1.215,13.524,79.029,0
